ID,Answer
1316,洛克菲勒紀念教堂
1317,臨時代議制
1318,高宗
1319,2015年
1320,1969年
1321,社會民主黨
1322,三合院
1323,加強鄉土教育之教學比例與在地語言之教學
1324,488年
1325,病態賭徒
1326,全國人民代表大會
1327,外太空
1328,修水
1329,承認外蒙古的獨立，和中山先生建國大綱所定扶助弱小民族使之自治自決
1330,西班牙
1331,1908年
1332,印尼
1333,鐵
1334,普羅斯佩·梅里美、維歐勒·勒·杜克在拿破崙
1335,廣東省
1336,聖母大
1337,羅馬法
1338,應用心理學家
1339,希臘
1340,拉丁字母
1341,《中俄密約
1342,卡普拉
1343,外交獨立性，可以與其他外交主體簽訂一些協議，部份聯邦成員單位也可以以聯邦成員
1344,24英吋克拉克望遠鏡
1345,生物質
1346,學權部
1347,就地掩埋稻草，除不會製造空氣汙染
1348,800餘種
1349,類比訊號
1350,漢族
1351,視桿細胞
1352,人口眾多，市區的交通流量十分龐大。每逢尖峰時段或假日，經常會有大量人潮、車潮流動於市區內或臺北、新北兩市之間，導致市區內各重要幹道常出現交通阻塞
1353,威廉二世
1354,遵義會議
1355,《我於青春無悔》
1356,君士坦丁大帝
1357,美國國家草地網球聯盟
1358,8月26日
1359,希臘字母
1360,朱棣
1361,外交手段
1362,1887年
1363,2008年
1364,畢達哥拉斯
1365,2010年
1366,1918年
1367,
1368,魯宗之
1369,增加米、糖等農作物產量
1370,《朝鮮王朝實錄》
1371,2012年
1372,生物動力學
1373,印度洋暖濕氣流
1374,太白山脈
1375,中國外長孫寶琦
1376,控制面變形
1377,民國十八年
1378,濟州島
1379,一萬
1380,10名
1381,整軍協定
1382,1996年
1383,1985年
1384,4世紀
1385,顯示自己的獨立自主
1386,公元前三世紀
1387,車站
1388,1920年代
1389,1997年
1390,默頓學院
1391,折下吉延
1392,泰國
1393,1914年
1394,
1395,2300多種
1396,化石燃料
1397,女性
1398,40倍
1399,1956年
1400,白色
1401,1856年
1402,忽必烈
1403,反革命事件
1404,夫人王光美
1405,理察·科伯恩·麥克勞林
1406,西德
1407,1624年
1408,15%
1409,江青
1410,奈及利亞
1411,亞洲
1412,1979年
1413,兩顆恆星在相對較近的軌道上時，其間的重力作用
1414,農田
1415,大量從東歐和波羅的海沿岸的前德國疆土被驅逐的難民在下薩克森邦落腳定居
1416,1944年9月
1417,1970年
1418,爭取民族權利
1419,南開中學
1420,科學家
1421,10萬人
1422,
1423,類胡蘿蔔素
1424,馬來-玻里尼西亞語族
1425,
1426,
1427,控制意識型態
1428,中央政府
1429,元代
1430,43人
1431,限制性消化
1432,何無忌
1433,超級模特兒
1434,兩層
1435,
1436,古巴共產黨
1437,《鋼鐵是怎樣煉成的》
1438,2005年9月
1439,香港樂壇最高榮譽大獎
1440,錫克教
1441,1986年
1442,《雙虎屠龍》
1443,水上人漁民，源自遠古百越族
1444,北極熊的首都
1445,米高彭博
1446,伊斯蘭教
1447,
1448,忽都虎
1449,作為歷史博物館
1450,
1451,世代劃分
1452,普魯士
1453,南朝鮮
1454,關島原住民
1455,公共救濟
1456,日本
1457,大學
1458,九龍灣
1459,廣州
1460,現代精神醫學
1461,越南陳朝
1462,住宅合作社
1463,有色人種
1464,塞爾維亞社會民主黨聯合了其他社會主義派組織
1465,漢諾威
1466,中央電視台高清綜合頻道
1467,孫權稱帝，國號吳，改元黃龍，是為吳大帝
1468,北塔山事件
1469,主體史學
1470,心室底壁組織
1471,1662年
1472,1888年
1473,第二產業
1474,俄羅斯
1475,諾亞·韋伯斯特
1476,總能量
1477,流血槍戰過程
1478,張議潮
1479,澳洲大陸
1480,正德十一年
1481,瘟疫四竄
1482,法國
1483,喜馬拉雅山
1484,全印穆斯林聯盟
1485,沙俄軍隊
1486,200萬
1487,俄羅斯
1488,1980年
1489,北角
1490,新界
1491,蔣中正
1492,大和國
1493,佛教故事中，許多已經覺悟的阿羅漢自行選擇入滅，這是一種欣求解脫而厭惡五濁惡世的作為，如俗人為之，則為自殺罪，將墮落三惡道
1494,聲音頻率的分析。因為基底膜無法做每秒1000次以上的快速運動
1495,有性生殖
1496,災難型電影
1497,為免兩國爆發戰爭
1498,巴塞隆納奧運
1499,鬍鬚狀
1500,阿拉巴馬州
1501,海祭
1502,戰鬥機
1503,600年
1504,上海世界博覽會的召開
1505,1980年
1506,1967年
1507,俄羅斯聯邦軍隊
1508,南方墨點法
1509,路易斯一世
1510,《時代》雜誌
1511,法西斯主義
1512,凡爾賽條約
1513,路易·勒沃
1514,
1515,
1516,曼諾球場
1517,東吳
1518,海煤
1519,自體授粉
1520,民國二十九年
1521,想取快錢
1522,徐家匯
1523,比爾蓋茲
1524,陸秀夫
1525,東南亞資本
1526,南斯拉夫內戰
1527,《塘沽協定》
1528,烏蘭烏德
1529,1897年
1530,中共中央總書記胡錦濤
1531,2003年3月4日
1532,生活空間的不足
1533,發展局
1534,杭州[UNK]橋機場
1535,蠻族
1536,
1537,文職人員地位高於諸如醫生和律師
1538,興王
1539,衛奕信
1540,非歐幾里得幾何
1541,2009年
1542,全國重點文物保護單位
1543,忽必烈
1544,茶峒鎮
1545,
1546,惠金斯原理
1547,松花江
1548,波士頓理工
1549,兩年
1550,2006年至哪一年時與法國陷入外交關係的僵局?[SEP]盧安達愛國陣線自1994年
1551,便於管理漢地
1552,喬托號
1553,國家絕密
1554,烏里雅蘇臺將軍
1555,聖西門主義
1556,1945年
1557,蔡[UNK]
1558,德國
1559,《刑部大理寺狀
1560,澳大利亞新南威爾斯州
1561,太陽運動
1562,傳教士的主保
1563,羅馬共和國時期
1564,綠色的稻穀上有細毛
1565,韓國
1566,藍屋
1567,薩伊
1568,1944年
1569,約七千萬
1570,張三祿
1571,15世紀
1572,演員
1573,袁術
1574,高血壓
1575,北燕
1576,《中華人民共和國全民所有制工業企業法》
1577,保護環境、推進生態環境健康的寬泛的哲學、意識形態和社會運動，這種健康特別是指包含非人類因素的問題。環境保護主義呼籲依法保護、恢復並改良自然環境，也可以說是控制污染或保護動植物多樣性的運動。由此，土地倫理、環境倫理、生物多樣性、生態學和親生命假說
1578,城市物質形態
1579,環境保護主義
1580,773年
1581,懷柔區
1582,七間
1583,民間反應不佳
1584,光緒十年
1585,1970年代
1586,希臘語
1587,西班牙
1588,神經源性
1589,日本
1590,七個
1591,安定
1592,德國
1593,乾旱
1594,《高盧戰記》七卷
1595,新北市
1596,甲午戰爭
1597,政府採取反共措施
1598,16世紀
1599,拉丁字母
1600,1935年
1601,羅馬字母
1602,8.6%
1603,浙江海商
1604,巴西
1605,歐洲聯盟委員會
1606,增加西側的空曠程度
1607,美國
1608,匈牙利
1609,七年戰爭
1610,100米以上的山區如雪岳山、智異山、漢[UNK]山等屬於寒溫帶針葉林
1611,咖啡因中毒
1612,國民政府
1613,漢江
1614,青光眼
1615,狄托主義
1616,學權部
1617,1995年
1618,射擊斷續器
1619,5位
1620,芽孢炭疽桿菌
1621,1968年
1622,金代
1623,米高梅
1624,
1625,撫順」號
1626,英國
1627,耶穌會
1628,一次大戰期間
1629,鐵鉉
1630,傑里·威斯特特
1631,《義勇軍進行曲
1632,棉花
1633,卡洛·埃馬努埃萊一世
1634,賀知章
1635,官方名稱，為清初犯人流放之地
1636,侵佔平埔族土地
1637,重力收縮
1638,貝加爾湖
1639,厄德
1640,羅馬共和國中後期
1641,當時儒教興盛
1642,巴夏禮
1643,克里斯蒂安尼亞
1644,無限制潛艇戰
1645,哈大客運專線
1646,亞熱帶常綠闊葉林
1647,1937年
1648,北德意志邦聯
1649,傑弗里·德維爾阿杜安
1650,約翰·莫根
1651,耐腐蝕性
1652,咸豐二年
1653,咖啡因
1654,革命外交」政策
1655,1972年
1656,保衛大都，衛設都指揮史或率史，隸屬於樞密院
1657,汪精衛
1658,體育部
1659,單斜棱晶體
1660,孫傳芳
1661,水牛城
1662,鄧演達
1663,七月二十四日
1664,賽丁泉天文台
1665,殖民政策
1666,[UNK]染色體
1667,日本
1668,16世紀
1669,潮濕的大陸性氣候帶
1670,染色體倍數減
1671,猶太人
1672,張孝祥
1673,佩德納萊斯河，德克薩斯州石牆郡
1674,皖系軍閥
1675,清廣東水師提督
1676,1965年
1677,1967年
1678,奧古斯都
1679,內應帶哲布尊丹巴
1680,司馬休之
1681,布政司署」改稱為「政府總部
1682,1861年2月9日
1683,3月19日
1684,漢字
1685,安托萬·拉瓦錫
1686,伊斯蘭教
1687,流體靜力
1688,宋真宗大中祥符元年追封為「文憲王」，後世多稱其「元聖」。因周幽王被犬戎滅，所以曾協助周平王把首都遷到洛邑，因此開始了東周，東周又分為春秋，戰國。周公
1689,人民議院
1690,英國
1691,盧安達法郎
1692,皖浙贛獨立團
1693,加藤清正、福島正則、黑田長政、藤堂高虎、加藤嘉明、淺野幸長和細川忠興準備在伏見城前田宅邸暗殺石田三成。但石田三成在事前已察覺，在常陸國大名佐竹義宣
1694,經濟蕭條
1695,世族
1696,1853年
1697,銅鑼灣至太古
1698,民國34年
1699,1270年
1700,動力系統
1701,三個
1702,中華民國
1703,蒙古帝國
1704,諸葛亮南征也到達滇池地區，改為建寧郡，為[UNK]氏
1705,江河級驅逐艦
1706,2015年
1707,330平方公里
1708,研究占星術
1709,颶風
1710,聯合國世界氣象組織
1711,秦
1712,海河流域
1713,旭烈兀
1714,約700家
1715,中國溧陽茶葉節
1716,全市綠化比例高
1717,收到十二道金牌班師回朝
1718,澳大利亞
1719,漢地
1720,民國三十七年底
1721,7980年
1722,1962年
1723,青島海軍基地
1724,首都姑臧
1725,簡易委託車站
1726,蘇聯
1727,
1728,西方遊客
1729,鉀離子通道
1730,黎元洪
1731,于文斗女兒于鳳至
1732,中華民國台灣
1733,第二次世界大戰
1734,1961年
1735,白光
1736,陳誠因
1737,1966年
1738,奈特·麥克米蘭
1739,無佛像時代
1740,1960年代
1741,白色
1742,自由聯合關係
1743,三次
1744,英國
1745,暫住證制度
1746,《劃一現行各道地方行政官廳組織令》
1747,建築於高山上的城堡
1748,使用西德馬克的西柏林地區進行封鎖
1749,蒸汽膨脹
1750,隋[UNK]帝
1751,副熱帶季風氣候區
1752,日本
1753,美國心臟學會
1754,大英帝國
1755,《八篇書》
1756,俄國
1757,
1758,腓力
1759,合作派
1760,心理疾病
1761,工業革命
1762,1個
1763,1990年代
1764,阿弗剌昔牙卜
1765,24%
1766,高麗國
1767,後現代主義設計
1768,1828年
1769,
1770,獨立機關選舉委員會
1771,西安招待所
1772,18世紀
1773,湯瑪斯傑佛遜
1774,新春期間
1775,郵值標籤
1776,席哈克略皇帝
1777,1989年
1778,宙斯
1779,農耕節
1780,俄國革命
1781,制衡德軍
1782,李雄
1783,西洋棋殘局
1784,資本主義與社會主義
1785,
1786,愷撒
1787,10
1788,湖熟
1789,英國
1790,木衛一
1791,愛滋病毒
1792,1993年
1793,外蒙古
1794,張聞天
1795,效率
1796,法家
1797,五個
1798,通古斯地區過於偏遠
1799,安大略湖
1800,肉食
1801,朝鮮王朝世宗大王
1802,荊州士族
1803,將部分河水導入恆河運河
1804,雙重匯率制度
1805,英國
1806,詹姆斯·史都華
1807,所有制社會主義改造
1808,59歲
1809,法國
1810,1928年
1811,5個
1812,黑體輻射
1813,曼哈頓
1814,清咸豐年間
1815,君士坦提烏斯二世
1816,外省人
1817,彌生人
1818,甲醇
1819,太祖王
1820,放棄推行土改
1821,英國
1822,採取隱遁鄉里，終生不願意出仕
1823,中華人民共和國
1824,1590年
1825,1941年
1826,細胞核
1827,放氣減壓
1828,十月革命
1829,俄羅斯
1830,為了維護毛的權威，仍然參與到以空前的高調呼籲對毛的個人崇拜的浪潮中來
1831,新北市的外來人口眾多
1832,1943年
1833,多倫多市
1834,顯性文明
1835,超過9倍太陽質量
1836,愛倫·坡也相繼發表了一些具有科幻性質的小說作品。19世紀末，20世紀初，歐洲出現了兩位重要的小說家，法國人儒勒·凡爾納和英國人赫伯特·喬治·威爾斯
1837,純的硫是黃色的晶體
1838,資產負債表
1839,德川家康
1840,日本
1841,23倍
1842,對外徵求改制後的新市名，並舉行網路投票
1843,南韓
1844,1789年
1845,下薩克森邦邦政府
1846,泰勒斯
1847,17.5%
1848,公民投票
1849,汪精衛
1850,杜林
1851,大型哺乳動物種類
1852,13倍
1853,黃埔軍校
1854,《紅樓夢》
1855,一百多年
1856,1920年
1857,雲南
1858,14世紀末至20世紀初
1859,電子郵票
1860,儒字
1861,突厥
1862,尚比亞
1863,俄國
1864,成熟階段
1865,求其放心
1866,吠陀梵語
1867,1950年代
1868,讓-巴蒂斯特·杜馬和尤金·皮里哥
1869,湯·韋迪加
1870,麥羅沃州
1871,提奧多雷
1872,航宇
1873,廣東籍人口
1874,中國通俗文化
1875,伊莉莎白過世，這種狀況才有所緩解。繼位者彼得三世
1876,義大利
1877,2000年
1878,1932年
1879,《天國的階梯》、《冬季戀歌》等愛情劇
1880,路易-菲利普
1881,阿布巴卡爾
1882,相聲
1883,蘇菲派一神論
1884,1865年
1885,周叔蓮
1886,1924年
1887,德國財政局
1888,30%
1889,張作霖在軍糧城成立奉天陸軍總司令部，自任總司令，副司令徐樹錚，參謀長楊宇霆
1890,法國
1891,詹姆斯·史都華
1892,周恩來
1893,沒有誠意
1894,光化學煙霧
1895,藍營優勢區；至於較為周邊的行政區，則是藍綠各有所長。惟在地方民代以下層級的選舉，泛藍的國民黨
1896,法國教士開徵俗世什一稅
1897,洛厄爾天文台
1898,加拿大式雙打
1899,三名
1900,中日甲午戰爭
1901,臺灣
1902,一日生活圈
1903,《資治通鑑》
1904,2006年
1905,中華民國實業部
1906,1973年
1907,
1908,大學生的城市
1909,約翰·洛克菲勒
1910,1920年代
1911,1830年
1912,甘迺迪
1913,胡季[UNK]
1914,生物個體由單一有核細胞發育而成的可能性
1915,議會制
1916,16世紀初的阿德里安六世之後482年
1917,恰克圖條約
1918,美國國家動物園
1919,五分之一
1920,《英語綜合發音與釋義詞典》
1921,
1922,克倫威爾路
1923,家庭喜劇片
1924,日本
1925,在美國硫酸是所有生產得最多的化合物
1926,俄羅斯帝國
1927,水門事件醜聞
1928,中山
1929,閻錫山
1930,1945年
1931,托爾金
1932,龍興之地
1933,中國政府因開放市場的需要
1934,阿伊努人
1935,1919年
1936,五倍
1937,原子能
1938,艾森豪
1939,3400萬
1940,網球正拍擊球
1941,帕西瓦爾·洛厄爾建立的，並且有一陣子是由他的第三代堂兄蓋伊·洛厄爾掌管，現在受委託的管理人是威廉·洛厄爾·普特南
1942,二二八事件
1943,黑色代表著謹慎、謙遜、悲傷，而紅色
1944,臺灣據點
1945,硫化氫
1946,理學
1947,1998年
1948,2010年後
1949,毛澤東
1950,1950年
1951,高輻射的環境
1952,維基媒體
1953,二氧化碳
1954,1939年
1955,清朝末年
1956,城堡
1957,哲學原理研究
1958,2001年8月15日
1959,65歲及以上人口
1960,北大西洋
1961,1455年
1962,鄧穎超
1963,用自然材料造建築物保護自己，為了建築美觀，先後發明了多立克柱式、愛奧尼柱式和科林斯柱式，其中的比例要依照最美的比例
1964,傳統音樂
1965,提防燕王謀反
1966,奧地利
1967,保加利亞
1968,恢復市場的功能，以邁向生產力理論
1969,北非
1970,南京
1971,1834年
1972,淋巴液
1973,斷罰出征，並全征燒埋銀
1974,1901年
1975,十八歲
1976,近年
1977,農歷新年時吃元宵、年糕及蘿蔔糕；在端午節
1978,阿布海兒汗時代
1979,活塞發動機
1980,1312年
1981,1970年
1982,30℃
1983,以色列
1984,太平廣記
1985,兩個
1986,對日抗戰
1987,1989年
1988,左丞相阿忽台
1989,儒略日數
1990,蘇聯共產黨
1991,美國
1992,國際人權組織
1993,2014年12月
1994,台中軟體園區
1995,台北市立體育場
1996,
1997,冷戰期間
1998,1928年
1999,收容遣送制度
2000,中國國民黨
2001,《朱啟[UNK]：「被抹掉的奠基人」》
2002,羅伯特•奧本海默
2003,金黃飽滿
2004,滿蒙獨立運動
2005,水軍
2006,中國青年
2007,3氦過程
2008,中華人民共和國
2009,
2010,民國時期
2011,著陸
2012,
2013,雷根
2014,幾何學
2015,1998年1月1日
2016,《風之國度
2017,蠻族事務局
2018,達賴
2019,首席的元老
2020,11世紀
2021,阿普列尤斯
2022,猶太人
2023,能量
2024,克萊斯勒貸款法案
2025,
2026,1610年1月7日
2027,荷蘭
2028,喬治亞
2029,咸豐二年
2030,六四天安門事件
2031,類比訊號
2032,通俗的
2033,每秒30轉
2034,伯利恆修道院
2035,1950年
2036,1987年
2037,洪堡
2038,1847年
2039,唐睿宗
2040,1968年
2041,不動產
2042,韓國歷史最為悠久的大學是成均館大學，其歷史可以追溯到1398年成立的朝鮮王朝最高學府成均館。首爾大學、高麗大學和延世大學三所著名高校在韓國很有影響
2043,林肯總統
2044,養殖漢諾瓦馬、歐登堡馬和其他血統的馬是不少下薩克森邦人的業餘愛好和職業。下薩克森邦風景怡人
2045,元末民變
2046,規模化的農業
2047,軍校任上尉特別官佐，即候差軍官，擔任教育副官
2048,1599年
2049,3個
2050,香港國際機場
2051,暴力革命
2052,段祺瑞
2053,普魯士
2054,高句麗
2055,西伯利亞鐵路
2056,
2057,學權部
2058,富蘭克林·德拉諾·羅斯福
2059,科什圖尼察
2060,1600個
2061,反托拉斯法
2062,500毫升
2063,中國明朝
2064,民國四年
2065,蒙古人
2066,正德十一年
2067,閏盤
2068,愛爾蘭共和國
2069,
2070,毛澤東
2071,蒙哥汗在合州的釣魚城之戰戰死
2072,瀧川的這一主張，遭到了貴族院議員菊池武夫和政友會宮澤裕
2073,莫高窟
2074,電穿孔細胞
2075,上川島作為基地
2076,5次
2077,1924年
2078,日本
2079,堂島米相場會所
2080,
2081,經濟問題
2082,1米93
2083,鹿兒島
2084,外籍家庭傭工
2085,貨運列車
2086,《1956年清潔空氣法》
2087,威廉·赫歇爾
2088,逃港者
2089,柏拉圖
2090,教法
2091,塔蘭托戰役
2092,菲利浦五世
2093,阿爾卑斯山
2094,軍校
2095,1984年
2096,漢馬伏波
2097,一億光年
2098,1995年
2099,紅矮星
2100,
2101,德意志邦聯
2102,19世紀
2103,草本
2104,涵元殿
2105,愛德華·施特拉斯布格
2106,1971年
2107,英國
2108,段祺瑞
2109,免疫
2110,民國18年
2111,年降雨量
2112,1913年
2113,法國東部
2114,灣仔
2115,拉丁語
2116,南亞
2117,畢達哥拉斯
2118,貝聿銘
2119,世界的中心
2120,第53
2121,工業革命
2122,耶穌會
2123,一次世界大戰時期
2124,大量安眠藥
2125,史坦波中心
2126,預測
2127,詹姆士·波爾克·詹森
2128,[UNK]-16
2129,德國
2130,《麥健時報告書
2131,江蘇淮安
2132,朱齡石
2133,中共中央副主席
2134,毒氣
2135,細胞膜
2136,普洱專區
2137,僱傭安定與職業能力開發事業保險費兩類。失業保險費由僱主和被僱人
2138,英國倫敦溫布頓
2139,為國「靖難
2140,2008年
2141,大島造船所
2142,申城
2143,委派德川家
2144,河川
2145,岩石圈
2146,1841年
2147,聯邦儲備系統
2148,1925年
2149,1926年成立，由新界鄉村的代表組成
2150,德國
2151,亞熱帶
2152,1967年
2153,古希臘
2154,反共思想
2155,濟州方言
2156,俄羅斯車里雅賓斯克
2157,王藍
2158,胡錦濤
2159,東晉元帝
2160,最低層
2161,儒字
2162,絲綢之路
2163,5642米
2164,殺蟲劑中毒
2165,寮國
2166,產業工會聯合會
2167,積水潭
2168,保加利亞人屠夫
2169,南奧塞提亞自治區
2170,一籃子貨幣加權平均計算方法進行調整。為此人民幣對美元匯率
2171,農業
2172,秋天
2173,中國和俄羅斯
2174,漢馬伏波
2175,雲南省
2176,美國
2177,扶植農業的政策，時任臺灣省省主席陳誠推行土地改革
2178,林邑王陽邁
2179,艾瑪·史東
2180,
2181,聯邦在內戰中取勝
2182,玉泉北路
2183,1789年
2184,12
2185,通訊業
2186,柏拉圖
2187,國家地質總局
2188,2007年
2189,國家歷史文化名城
2190,維基媒體基金會
2191,七省
2192,亞穆納河
2193,嫁妝
2194,小學
2195,最佳演唱團體獎
2196,君主妾室
2197,防火能力
2198,精神醫學
2199,機炮
2200,寧古塔副都統
2201,威尼斯影展創辦於1932年，是世界上歷史最悠久的影展，與德國柏林影展
2202,分裂
2203,第四心音
2204,郭沫若
2205,世襲制度
2206,韓國海關
2207,奧地利
2208,2009年
2209,牛胃氣膨脹
2210,北源沮水
2211,吠陀梵語
2212,受道家老子思想的用詞影響
2213,女性模特兒
2214,印第安納大學俱樂部
2215,雷達吸波收材料
2216,1950年代
2217,西緣
2218,高科技產業
2219,東芝
2220,新北市
2221,川本芳昭
2222,新崛起的伊斯蘭教
2223,15%
2224,商業貿易
2225,八六學潮
2226,2002年
2227,620年
2228,民國2年
2229,第一公民
2230,現代主義
2231,天主教
2232,美利堅聯盟國
2233,克勞狄二世
2234,1958年
2235,清朝
2236,《禁書目錄
2237,心室底壁組織形成的室間隔肌部也向著心內膜墊
2238,菲律賓
2239,湯瑪斯·勃蘭契特·瑞德
2240,毛澤東
2241,爬升率
2242,[UNK]-29轟炸機
2243,日本
2244,1939年
2245,模擬別人的言行，後發展為象聲
2246,1898年
2247,李察·賓特利
2248,印尼
2249,康熙四十八年
2250,荊州
2251,公共環境事務學院
2252,22個
2253,維持和平的聯盟
2254,重慶機
2255,北京
2256,1945年
2257,倭寇
2258,閉關鎖國的政策
2259,1972年
2260,2013年
2261,前蘇聯總書記史達林
2262,牡丹江
2263,1918年
2264,年輕恆星
2265,非金屬類材料
2266,阿拉貢王國
2267,聯合國人權委員會
2268,庫里爾台大會
2269,氫
2270,頭
2271,賓夕法尼亞州大學
2272,二氧化碳
2273,穀類作物
2274,拿破崙三世
2275,
2276,後代
2277,熱帶草原氣候
2278,劉宋
2279,袁術
2280,第二心音
2281,晉成帝咸康元年
2282,噴射發動機為動力，擺脫螺旋槳在接近音速時的上限。這些飛機的外型設計仍然沿用過去的經驗，像是德國的[UNK]262和美國的[UNK]-59戰鬥機等，與二戰時期的雙發動機飛機設計相去不遠，大多是使用前三點起落架
2283,道格拉斯
2284,玉米
2285,
2286,五個
2287,民國25年
2288,松花江
2289,歐洲
2290,宋理宗
2291,無塵室
2292,2018年
2293,北韓第13屆最高人民會議第2次會議
2294,紅水河
2295,
2296,斯芬·佩斯
2297,2001年
2298,大道東
2299,6.6千兆瓦來自下薩克森邦
2300,副熱帶濕潤氣候
2301,1200萬名
2302,總督
2303,2007年
2304,31個
2305,1998年
2306,林天宏
2307,杜篤瑪
2308,12個
2309,西伯利亞
2310,櫻花大道
2311,焦爾達諾·布魯諾
2312,國際網球協會
2313,河西
2314,比較具體的修飾手法
2315,官僚主義者階級
2316,太守
2317,心臟
2318,1180年
2319,三歲
2320,睡眠障礙
2321,
2322,阿克爾自治市
2323,香港人
2324,都市計劃
2325,西班牙
2326,布爾人
2327,頭盆
2328,校園一卡通
2329,2比1
2330,海澄公
2331,臭氧層
2332,新杜老誌夜總會
2333,何應欽
2334,黃金聖餐杯
2335,1919年
2336,1939年
2337,證明寄郵人已支付全部或部分傳遞費用
2338,噪聲
2339,
2340,南源玉帶河發源於寧強縣南部，長101公里。北源沮水
2341,蘇聯海軍
2342,音樂
2343,《四十二章經》
2344,阿爾杜伊尼卡家族
2345,工業發展
2346,海因利希・弗格勒
2347,第五套
2348,中華人民共和國
2349,《韓國憲法
2350,爭取陽光
2351,《失落的故事集》
2352,11月11日與法國求和
2353,1950米
2354,原始宗教
2355,1區
2356,博物學
2357,杭州
2358,戰鬥機
2359,1970年
2360,威廉·馮特
2361,彰化市民代表
2362,法國大革命時期
2363,明朝
2364,2013年
2365,朱德
2366,不願被俘
2367,唐代
2368,1963年
2369,東經
2370,西排立
2371,主語
2372,核心
2373,電磁波理論
2374,德國財政局
2375,1927年
2376,2014年
2377,
2378,2007年
2379,法國
2380,防止了敵人在1760年10月前的大規模入侵
2381,外匯商店
2382,鞏固自己及子孫的統治
2383,蒙古語
2384,甲醇
2385,元太宗
2386,15625億日元，其中輸送用機械的比重最高，其次是電子設備、食品、泛用機械。這四個行業均佔比超過10%，合計佔比超過七成。就區域分布來看，長崎市曾長期是長崎縣內工業生產額最高的市，但在2014年已被諫早市略微超過，兩市合計佔全縣工業品生產額的過半數
2387,印度教經文
2388,1221年
2389,918年
2390,北非作戰階段
2391,依法治國
2392,1987年
2393,[UNK]連線酶
2394,金軍
2395,28年
2396,雙打線內
2397,心室底壁組織
2398,梁[UNK]
2399,40年
2400,2901.3平方公里
2401,新北市
2402,郭守時擔任都水監
2403,高等學校新生入學考試制度
2404,靠近中國大陸的大陸型氣候，氣溫比台北低，年平均溫度為攝氏18.6度，早晚溫差亦大
2405,學習偉大領袖毛澤東」
2406,19世紀
2407,檀君古朝鮮
2408,康熙帝
2409,
2410,清宣宗時代
2411,南征南宋
2412,黑色貝雷帽
2413,三國史記
2414,四次
2415,林彪
2416,顯性文明
2417,1972年
2418,錫克教
2419,分裂
2420,喪失生育力
2421,1603年
2422,一分
2423,火山國家公園
2424,2003年
2425,各種競速機的比賽與獎勵
2426,新石器時代
2427,馬可波羅
2428,古列爾莫·馬可尼從英國發射無線電訊號，越過大西洋，傳送至加拿大。5年後，無線電之父李·德富雷斯特
2429,1958年
2430,世界氣象組織
2431,通貨膨脹
2432,1820年代
2433,環境食物局
2434,35%
2435,天主教
2436,食品業
2437,1959年
2438,2010年
2439,
2440,7920公里/小時
2441,仙台市
2442,周叔蓮
2443,蓋銷
2444,哈爾濱
2445,1967年
2446,義和團事變
2447,混合苦膽的酒
2448,建文二年
2449,關島組織法
2450,2008年
2451,邊防具體業務工作
2452,保羅親王
2453,19世紀晚期
2454,國際轉口貿易
2455,合不勒汗
2456,高句麗
2457,窩闊台汗國
2458,民國14年
2459,49.3萬人
2460,巴納德
2461,量子光學
2462,糧食
2463,愛河
2464,全國地圖正保御國繪圖
2465,民國3年
2466,養老保險
2467,燃燒燃料
2468,坎貝爾
2469,港島區
2470,1221年
2471,阿得雷德的去世
2472,《中國共產黨章程》
2473,二十歲
2474,打比賽
2475,中村法道
2476,廣州
2477,左丞相阿忽台
2478,391年
2479,
2480,1843年
2481,1260年
2482,13小時
2483,氦
2484,戰基處營區土地
2485,忽必烈
2486,巴西爾
2487,黑死病
2488,1948年6月20日
2489,卡胡盧伊
2490,硫化氫
2491,氮化硫
2492,三屆
2493,1972年
2494,都市計劃
2495,輻射出的能量
2496,日本
2497,情感支持
2498,6位
2499,司馬休之
2500,環保非盈利機構
2501,公民化
2502,臺資企業
2503,國民政府時期
2504,古列爾莫·馬可尼
2505,艾吉巴斯頓水塔
2506,代王
2507,海邊
2508,匹茲堡
2509,威廉·赫歇爾
2510,
2511,鞏固一黨專政的體制
2512,[UNK]靼海峽
2513,1989年
2514,花垣鎮
2515,東部
2516,毒品
2517,7%
2518,韓國
2519,性感形象演出
2520,新婚之夜
2521,香港
2522,農民階層
2523,
2524,索契
2525,比利時
2526,西南大學
2527,支持臺灣獨立
2528,足利尊氏
2529,托木斯克
2530,
2531,1905年
2532,《臺灣自救運動宣言
2533,工業
2534,十億年前
2535,1414年
2536,英國
2537,1950年代
2538,2500米
2539,南極條約協商會議
2540,布里亞特人
2541,宋高宗建炎元年
2542,民國8年
2543,1843年
2544,前279年
2545,中國大陸
2546,1584年
2547,瓦倫本哥國家公園
2548,1899年
2549,
2550,1960年代
2551,1640年
2552,交通不便
2553,突厥
2554,港鐵
2555,梅艷芳是女低音
2556,1841年
2557,1999年
2558,2005年9月23日
2559,宋代
2560,國家預防腐敗局
2561,風速並不穩定
2562,大學生研究計劃
2563,彌陀路二二八紀念碑
2564,1994年
2565,王亞南
2566,茂蘿街
2567,八零年代
2568,1233年
2569,大阪堂島
2570,瑞派克路
2571,傳統白熱電燈泡
2572,第三代戰鬥機
2573,黨委
2574,明代
2575,重工業
2576,
2577,1952年
2578,遭到執政政府的暗殺
2579,防空專用的火炮
2580,十月革命
2581,金正恩
